year,country,iso_code,oil_consumption,gas_consumption,population,gdp
2014,Poland,POL,277.4969787597656,170.1361083984375,38265113.0,896737189458.0
2015,Poland,POL,292.9931945800781,170.98805236816406,38266314.0,936043804062.0
2016,Poland,POL,321.5871887207031,182.57611083984372,38263260.0,963689941627.0
2017,Poland,POL,362.9471130371094,191.80332946777344,38254964.0,1013223736654.0
2018,Poland,POL,372.2886962890625,199.26055908203125,38241070.0,1073462064151.0
2019,Poland,POL,379.4845275878906,208.8877716064453,38225884.0,1121231497071.0
2020,Poland,POL,359.4746398925781,210.6458282470703,38171005.0,1098581305284.0
2021,Poland,POL,375.1082458496094,223.7380523681641,38040303.0,1173809548862.0
2022,Poland,POL,389.426025390625,186.04640197753903,38385734.0,1231021338216.0
2000,Portugal,PRT,189.4181365966797,23.09003448486328,10283196.0,238756377443.0
2001,Portugal,PRT,189.53439331054688,25.74884033203125,10354329.0,244348167969.0
2002,Portugal,PRT,196.0656280517578,31.322216033935547,10413045.0,247190712485.0
2003,Portugal,PRT,184.26161193847656,30.202194213867188,10454246.0,245847246169.0
2004,Portugal,PRT,186.39532470703125,37.83355331420898,10481386.0,251279602163.0
2005,Portugal,PRT,192.4892425537109,42.87779998779297,10502993.0,254196923131.0
2006,Portugal,PRT,170.36935424804688,41.184383392333984,10524123.0,259159946424.0
2007,Portugal,PRT,172.2022705078125,43.89386367797852,10546822.0,266663287450.0
2008,Portugal,PRT,164.78692626953125,48.0234603881836,10564086.0,268239264717.0
2009,Portugal,PRT,152.80612182617188,47.69356155395508,10576265.0,261270596745.0
2010,Portugal,PRT,149.48178100585938,51.88759231567383,10578659.0,267277408809.0
2011,Portugal,PRT,140.12875366210938,52.53681564331055,10557050.0,263425010810.0
2012,Portugal,PRT,127.39727783203124,45.55491638183594,10513155.0,252737143203.0
2013,Portugal,PRT,130.73606872558594,43.18342971801758,10458287.0,250405237435.0
2014,Portugal,PRT,129.18199157714844,41.25960159301758,10406203.0,252388910611.0
2015,Portugal,PRT,132.16781616210938,48.19863510131836,10370264.0,256911888409.0
2016,Portugal,PRT,134.93421936035156,50.73813247680664,10346377.0,262100101273.0
2017,Portugal,PRT,135.9923858642578,63.39484786987305,10330838.0,271290329012.0
2018,Portugal,PRT,131.6609344482422,57.99380493164063,10325355.0,279020275961.0
2019,Portugal,PRT,139.91883850097656,61.3502197265625,10343218.0,286505655767.0
2020,Portugal,PRT,114.11290740966795,60.36659622192383,10370519.0,262724232089.0
2021,Portugal,PRT,117.34649658203124,58.10982131958008,10390957.0,277181288542.0
2022,Portugal,PRT,128.50559997558594,55.888797760009766,10417074.0,295712910456.0
2000,Qatar,QAT,21.872079849243164,112.97239685058594,644993.0,30159719266.0
2001,Qatar,QAT,24.909189224243164,104.71878051757812,677934.0,34920337897.0
2002,Qatar,QAT,28.16033363342285,133.73910522460938,711215.0,41661485450.0
2003,Qatar,QAT,32.8880729675293,130.7317657470703,744690.0,47126236240.0
2004,Qatar,QAT,40.44577026367188,157.1241912841797,773341.0,63193934807.0
2005,Qatar,QAT,44.74745941162109,178.92507934570312,825419.0,76893678098.0
2006,Qatar,QAT,57.5655517578125,187.7992248535156,972841.0,103895902583.0
2007,Qatar,QAT,63.68504333496094,216.1750640869141,1208601.0,127834802409.0
2008,Qatar,QAT,77.16169738769531,211.39553833007807,1426942.0,156781224399.0
2009,Qatar,QAT,75.47389221191406,212.88841247558597,1586052.0,186164264424.0
2010,Qatar,QAT,81.08316040039062,254.3126373291016,1709238.0,238648100494.0
2011,Qatar,QAT,102.54464721679688,290.5762939453125,1810960.0,296148824653.0
2012,Qatar,QAT,108.15663146972656,340.2059020996094,1907122.0,310156648715.0
2013,Qatar,QAT,129.2195281982422,354.177734375,2032650.0,327388964338.0
2014,Qatar,QAT,136.32496643066406,380.0247802734375,2218378.0,344851898869.0
2015,Qatar,QAT,159.36671447753906,435.365966796875,2427340.0,361242719905.0
2016,Qatar,QAT,168.92227172851562,416.8792114257813,2599382.0,372311173588.0
2017,Qatar,QAT,151.883544921875,411.4268493652344,2706716.0,366733973367.0
2018,Qatar,QAT,154.98460388183594,417.4498596191406,2761144.0,371263146890.0
2019,Qatar,QAT,169.01853942871094,415.3805847167969,2797927.0,373817411294.0
2020,Qatar,QAT,126.87849426269533,385.9570617675781,2803375.0,360517012801.0
2021,Qatar,QAT,139.3330535888672,403.2580261230469,2814988.0,366245595916.0
2022,Qatar,QAT,163.167724609375,400.584716796875,2892466.0,381778107010.0
2000,Romania,ROU,116.51866912841795,159.0970001220703,22046264.0,157839292272.0
2001,Romania,ROU,124.17176055908205,153.28126525878906,21919916.0,173763436827.0
2002,Romania,ROU,125.24761962890624,158.5022430419922,21770020.0,190219311781.0
2003,Romania,ROU,111.20932006835938,171.30224609375,21593448.0,204513401651.0
2004,Romania,ROU,129.3750457763672,162.09100341796875,21403215.0,228570981481.0
2005,Romania,ROU,125.39647674560548,161.92674255371094,21213395.0,244044803180.0
2006,Romania,ROU,121.6015625,165.1304931640625,21035732.0,274969703969.0
2007,Romania,ROU,121.71709442138672,148.42201232910156,20870714.0,304650701380.0
2008,Romania,ROU,119.23926544189452,141.4145050048828,20718745.0,339689310169.0
2009,Romania,ROU,106.05386352539062,123.04949951171876,20576922.0,326954238767.0
2010,Romania,ROU,100.38229370117188,125.46900177001952,20432575.0,335489566640.0
2011,Romania,ROU,105.37203979492188,129.15174865722656,20282009.0,350086824382.0
2012,Romania,ROU,106.77397918701172,125.34100341796876,20158451.0,356825919340.0
2013,Romania,ROU,100.0436782836914,114.427001953125,20062913.0,357789262640.0
2014,Romania,ROU,102.80271911621094,108.7312469482422,19968179.0,372532510801.0
2015,Romania,ROU,104.60034942626952,103.708251953125,19871018.0,384306463712.0
2016,Romania,ROU,109.42974853515624,104.94610595703124,19777049.0,395288226514.0
2017,Romania,ROU,115.04342651367188,112.9026870727539,19689405.0,456012361225.0
2018,Romania,ROU,114.9640884399414,115.62987518310548,19597874.0,473122658487.0
2019,Romania,ROU,120.2340850830078,107.7498016357422,19501542.0,456564507688.0
2020,Romania,ROU,116.28466033935548,112.62552642822266,19392467.0,483499378450.0
2021,Romania,ROU,124.88677978515624,115.68956756591795,19248159.0,505119539256.0
2022,Romania,ROU,126.4431381225586,97.1134262084961,19166776.0,504741667296.0
2000,Russia,RUS,1465.80615234375,3661.9130859375,146717784.0,1547057523527.0
2001,Russia,RUS,1509.4217529296875,3721.68798828125,146117290.0,1662886727147.0
2002,Russia,RUS,1456.2138671875,3766.749267578125,145939502.0,1781424730851.0
2003,Russia,RUS,1509.1854248046875,3855.9521484375,145794230.0,1955875991276.0
2004,Russia,RUS,1488.4771728515625,3956.190185546875,145180091.0,2143914665541.0
2005,Russia,RUS,1493.8192138671875,4004.01025390625,144597886.0,2331247104465.0
2006,Russia,RUS,1569.591552734375,4217.361328125,144102948.0,2576148450528.0
2007,Russia,RUS,1561.6669921875,4288.171875,143859767.0,2858759376272.0
2008,Russia,RUS,1611.6492919921875,4227.47705078125,143811837.0,3078094367564.0
2009,Russia,RUS,1546.318603515625,3977.893310546875,143869128.0,2903690263125.0
2010,Russia,RUS,1604.919677734375,4239.2021484375,143934468.0,3105249267337.0
2011,Russia,RUS,1721.7161865234375,4356.361328125,144043751.0,3306765993750.0
2012,Russia,RUS,1780.80615234375,4286.2587890625,144291025.0,3439833075673.0
2013,Russia,RUS,1785.024658203125,4248.67431640625,144604105.0,3500216789791.0
2014,Russia,RUS,1875.5391845703125,4221.982421875,144925639.0,3525987597216.0
2015,Russia,RUS,1812.358154296875,4086.748291015625,145307612.0,3456429719677.0
2016,Russia,RUS,1839.12060546875,4206.4638671875,145778668.0,3463123938280.0
2017,Russia,RUS,1833.1202392578125,4311.005859375,146186798.0,3526353842599.0
2018,Russia,RUS,1850.848876953125,4544.9931640625,146430146.0,3625347362801.0
2019,Russia,RUS,1888.724609375,4443.12744140625,146533063.0,3705035583500.0
2020,Russia,RUS,1815.754150390625,4234.833984375,146371295.0,3606716578675.0
2021,Russia,RUS,1930.49560546875,4315.44482421875,145836172.0,3809571453737.0
2022,Russia,RUS,1982.086669921875,4484.0498046875,145579889.0,3731440829579.0
2000,Saudi Arabia,SAU,861.6846313476562,473.1950073242188,16177733.0,488272422255.0
2001,Saudi Arabia,SAU,912.1856689453124,510.0549926757813,17041405.0,506978101388.0
2002,Saudi Arabia,SAU,942.5885009765624,538.6499633789062,17910909.0,518347038548.0
2003,Saudi Arabia,SAU,998.4375,570.5700073242188,18786771.0,607244594721.0
2004,Saudi Arabia,SAU,1078.32373046875,623.9600219726562,19669486.0,690846607941.0
2005,Saudi Arabia,SAU,1134.0006103515625,676.780029296875,20559886.0,768984265306.0
2006,Saudi Arabia,SAU,1202.0599365234375,697.8795166015625,21459141.0,833723402383.0
2007,Saudi Arabia,SAU,1236.421875,706.9900512695312,22368313.0,896025266041.0
2008,Saudi Arabia,SAU,1363.5357666015625,764.1800537109375,23287884.0,1005243539213.0
2009,Saudi Arabia,SAU,1459.588134765625,745.2750244140625,24217656.0,1040467027041.0
2010,Saudi Arabia,SAU,1617.539306640625,832.77001953125,25157134.0,1156842077931.0
2011,Saudi Arabia,SAU,1680.04052734375,876.4700317382812,26105636.0,1347950226660.0
2012,Saudi Arabia,SAU,1769.607421875,943.6349487304688,27062447.0,1421109142119.0
2013,Saudi Arabia,SAU,1779.6705322265625,950.2849731445312,28026825.0,1461615692896.0
2014,Saudi Arabia,SAU,1957.3900146484373,972.6099853515624,28998127.0,1520484201383.0
2015,Saudi Arabia,SAU,2063.1904296875,992.2750244140624,29974944.0,1591797027903.0
2016,Saudi Arabia,SAU,2125.69580078125,1053.1700439453125,30717804.0,1629412617614.0
2017,Saudi Arabia,SAU,2087.791748046875,1092.5020751953125,30782400.0,1628276592787.0
2018,Saudi Arabia,SAU,1979.12841796875,1121.0,30365119.0,1673253984473.0
2019,Saudi Arabia,SAU,1854.1468505859373,1111.5,30472809.0,1687180073621.0
2020,Saudi Arabia,SAU,1754.3172607421875,1130.5,30991206.0,1613932868835.0
2021,Saudi Arabia,SAU,1833.84326171875,1144.6068115234375,31328374.0,1677226744197.0
2022,Saudi Arabia,SAU,1976.0635986328125,1167.4989013671875,32175351.0,1823886192336.0
2000,Singapore,SGP,425.6580810546875,16.574249267578125,4035251.0,152153574500.0
2001,Singapore,SGP,455.6540832519531,43.55649566650391,4116169.0,152550774197.0
2002,Singapore,SGP,433.57513427734375,47.07676315307617,4146898.0,157982989858.0
2003,Singapore,SGP,401.47991943359375,51.111915588378906,4138241.0,160287778605.0
2004,Singapore,SGP,450.0388488769531,61.872314453125,4172767.0,175483138246.0
2005,Singapore,SGP,478.8211059570313,61.85886764526367,4268363.0,190691514722.0
2006,Singapore,SGP,515.7574462890625,81.4966049194336,4407064.0,211578605777.0
2007,Singapore,SGP,565.3202514648438,81.4966049194336,4596516.0,237920174358.0
2008,Singapore,SGP,601.736572265625,87.14258575439453,4806742.0,252508208683.0
2009,Singapore,SGP,648.4628295898438,91.80641174316406,4968574.0,256114472232.0
2010,Singapore,SGP,706.6988525390625,83.3605728149414,5077020.0,297586792174.0
2011,Singapore,SGP,739.2687377929688,82.87124633789062,5182242.0,319718127421.0
2012,Singapore,SGP,739.6301879882812,89.30000305175781,5293345.0,333899221028.0
2013,Singapore,SGP,737.6251220703125,100.15245056152344,5385589.0,349985256634.0
2014,Singapore,SGP,749.6100463867188,103.89518737792967,5457899.0,363759075569.0
2015,Singapore,SGP,788.381591796875,115.78650665283205,5525343.0,374587437267.0
2016,Singapore,SGP,834.1211547851562,119.02108764648438,5577936.0,388078809982.0
2017,Singapore,SGP,849.9722290039062,122.87654113769533,5604087.0,405715948493.0
2018,Singapore,SGP,862.3707885742188,122.86282348632812,5634366.0,420221993120.0
2019,Singapore,SGP,840.7543334960938,125.4878158569336,5669562.0,425816263950.0
2020,Singapore,SGP,779.3890380859375,125.98360443115234,5620151.0,409204971045.0
2021,Singapore,SGP,769.944580078125,133.51856994628906,5546291.0,445551993008.0
2022,Singapore,SGP,755.3795166015625,130.5936279296875,5649888.0,461801118473.0
2000,Slovakia,SVK,40.865020751953125,67.17974853515625,5380001.0,74595099937.0
2001,Slovakia,SVK,37.86246490478516,71.73799896240234,5379439.0,76744257548.0
2002,Slovakia,SVK,42.18870162963867,68.23725128173828,5377685.0,80059373942.0
2003,Slovakia,SVK,39.81598663330078,65.927001953125,5376197.0,84281952821.0
2004,Slovakia,SVK,39.15277862548828,63.94649887084961,5376038.0,88594621302.0
2005,Slovakia,SVK,46.3030891418457,68.64875030517578,5376697.0,94444699022.0
2006,Slovakia,SVK,42.98177719116211,62.54475021362305,5376847.0,102275719553.0
2007,Slovakia,SVK,45.14068222045898,59.189002990722656,5376993.0,113160253049.0
2008,Slovakia,SVK,47.46907424926758,60.084251403808594,5379127.0,119380219073.0
2009,Slovakia,SVK,43.66323852539063,51.46750259399414,5385074.0,112760232233.0
2010,Slovakia,SVK,45.78783798217773,58.22475051879883,5391857.0,118344324253.0
2011,Slovakia,SVK,45.0267448425293,53.92900085449219,5398105.0,120554965758.0
2012,Slovakia,SVK,41.787235260009766,50.76874923706055,5404877.0,122144694992.0
2013,Slovakia,SVK,41.73799133300781,53.0099983215332,5410422.0,122917618179.0
2014,Slovakia,SVK,38.72636795043945,43.87224960327149,5415238.0,126232947119.0
2015,Slovakia,SVK,42.21957778930664,45.11800003051758,5420278.0,132755573802.0
2016,Slovakia,SVK,44.0186653137207,45.30274963378906,5427262.0,135336424966.0
2017,Slovakia,SVK,49.12411880493164,48.10944747924805,5435702.0,139312659832.0
2018,Slovakia,SVK,49.6828727722168,47.41621398925781,5443229.0,144927513498.0
2019,Slovakia,SVK,47.017704010009766,47.52277755737305,5450627.0,148579167627.0
2020,Slovakia,SVK,46.984622955322266,47.54638671875,5455028.0,143565091421.0
2021,Slovakia,SVK,49.43828582763672,52.92876815795898,5442766.0,147892579134.0
2022,Slovakia,SVK,50.02736282348633,44.09871292114258,5473195.0,150360426456.0
2000,Slovenia,SVN,28.00886344909668,9.598016738891602,1986817.0,43078787444.0
2001,Slovenia,SVN,29.40802764892578,9.881982803344728,1989684.0,44148368411.0
2002,Slovenia,SVN,28.55561637878418,9.531758308410645,1991571.0,45659924240.0
2003,Slovenia,SVN,28.93552017211914,10.544567108154297,1992499.0,46758348275.0
2004,Slovenia,SVN,29.820880889892575,10.45011043548584,1993548.0,48578174459.0
2005,Slovenia,SVN,30.44440269470215,10.784431457519531,1996915.0,50309132737.0
2006,Slovenia,SVN,31.64065742492676,10.457740783691406,2003116.0,52944721543.0
2007,Slovenia,SVN,31.267454147338867,10.63487720489502,2014159.0,56590130937.0
2008,Slovenia,SVN,36.39036560058594,10.213974952697754,2025090.0,57981920900.0
2009,Slovenia,SVN,30.85425567626953,9.665117263793944,2035610.0,53266134006.0
2010,Slovenia,SVN,30.972471237182617,10.028043746948242,2044611.0,53649775101.0
2011,Slovenia,SVN,30.85147476196289,8.580589294433594,2048805.0,53761447942.0
2012,Slovenia,SVN,30.204450607299805,8.253385543823242,2053322.0,52342432631.0
2013,Slovenia,SVN,28.55647087097168,8.106670379638672,2056452.0,51803647300.0
2014,Slovenia,SVN,28.241378784179688,7.280815601348877,2058395.0,53237651266.0
2015,Slovenia,SVN,27.817750930786133,7.724340438842773,2059946.0,54414237086.0
2016,Slovenia,SVN,29.85281753540039,8.190601348876953,2061379.0,56151179265.0
2017,Slovenia,SVN,30.56789970397949,8.62205982208252,2062410.0,58855036945.0
2018,Slovenia,SVN,31.44723129272461,8.530561447143555,2069484.0,61476689663.0
2019,Slovenia,SVN,29.97659111022949,8.567110061645508,2083438.0,63598215879.0
2020,Slovenia,SVN,25.082164764404297,8.551606178283691,2102421.0,60849951865.0
2021,Slovenia,SVN,26.84193992614746,9.007049560546875,2113495.0,65846342756.0
2022,Slovenia,SVN,28.227678298950195,7.944911479949951,2115231.0,69385349463.0
2000,South Africa,ZAF,264.2983093261719,11.39602756500244,47159715.0,356072104365.0
2001,South Africa,ZAF,269.9823913574219,13.829061508178713,47566805.0,374889022813.0
2002,South Africa,ZAF,276.9421081542969,13.919589042663574,48019414.0,396137571619.0
2003,South Africa,ZAF,286.9231872558594,10.525238037109377,48500351.0,413710071358.0
2004,South Africa,ZAF,297.6923828125,24.342819213867188,48991420.0,439265862379.0
2005,South Africa,ZAF,298.2188415527344,34.55495071411133,49490041.0,470188845104.0
2006,South Africa,ZAF,304.0120849609375,37.44671249389648,49998271.0,505574497707.0
2007,South Africa,ZAF,310.2475280761719,37.9087028503418,50528575.0,542976204451.0
2008,South Africa,ZAF,294.2127380371094,39.21920394897461,51114595.0,571660802378.0
2009,South Africa,ZAF,288.5461730957031,33.23995590209961,51728518.0,574768021657.0
2010,South Africa,ZAF,302.43670654296875,41.22056198120117,52344047.0,607601612432.0
2011,South Africa,ZAF,306.035400390625,42.80949401855469,52995212.0,645388107070.0
2012,South Africa,ZAF,313.7210388183594,43.57328796386719,53782570.0,660853021773.0
2013,South Africa,ZAF,319.580322265625,40.5436897277832,54678789.0,677278303675.0
2014,South Africa,ZAF,316.09112548828125,42.98224639892578,55594840.0,686853872664.0
2015,South Africa,ZAF,344.8001403808594,43.1862678527832,56723536.0,695933197143.0
2016,South Africa,ZAF,331.5981140136719,36.54656219482422,57259550.0,700558003750.0
2017,South Africa,ZAF,332.0695495605469,40.109256744384766,57635158.0,708670169977.0
2018,South Africa,ZAF,321.9237365722656,44.10786819458008,58613001.0,719458334697.0
2019,South Africa,ZAF,315.9208374023437,42.61174011230469,59587880.0,721641639539.0
2020,South Africa,ZAF,274.0135498046875,39.70529556274414,60562374.0,675871755463.0
2021,South Africa,ZAF,288.2327880859375,41.99293899536133,61502602.0,709077881289.0
2022,South Africa,ZAF,287.7999572753906,42.69490814208984,62378417.0,723559323969.0
2000,South Korea,KOR,1227.262939453125,198.0775146484375,46766660.0,1086261690312.0
2001,South Korea,KOR,1227.475830078125,217.57752990722656,47043467.0,1127616204375.0
2002,South Korea,KOR,1249.257080078125,241.77723693847656,47299118.0,1203066586464.0
2003,South Korea,KOR,1259.7498779296875,253.2386016845703,47514158.0,1229830453921.0
2004,South Korea,KOR,1250.865966796875,296.7499084472656,47697076.0,1281243847324.0
2005,South Korea,KOR,1257.2520751953125,317.72576904296875,47851646.0,1322354601142.0
2006,South Korea,KOR,1258.553955078125,334.98583984375,48006518.0,1381281470156.0
2007,South Korea,KOR,1292.233154296875,362.817626953125,48178122.0,1446721509093.0
2008,South Korea,KOR,1232.2425537109375,373.3683776855469,48356485.0,1477425172333.0
2009,South Korea,KOR,1246.8809814453125,354.9150390625,48546690.0,1477640571750.0
2010,South Korea,KOR,1273.997802734375,450.1647338867188,48769329.0,1562822824921.0
2011,South Korea,KOR,1286.90478515625,484.4546203613281,49127640.0,1609219825000.0
2012,South Korea,KOR,1332.9847412109375,525.286376953125,49599580.0,1647889319531.0
2013,South Korea,KOR,1335.0169677734375,549.7582397460938,50071168.0,1700045113031.0
2014,South Korea,KOR,1329.7906494140625,500.03997802734375,50539055.0,1754480590300.0
2015,South Korea,KOR,1393.77734375,456.4972839355469,50983909.0,1803763858886.0
2016,South Korea,KOR,1519.5157470703125,476.4369201660156,51297836.0,1856920794289.0
2017,South Korea,KOR,1504.567138671875,497.56390380859375,51486268.0,1915599559593.0
2018,South Korea,KOR,1499.69873046875,578.0401000976562,51640894.0,1971285914824.0
2019,South Korea,KOR,1486.994140625,560.3383178710938,51767844.0,2015521635585.0
2020,South Korea,KOR,1405.67529296875,575.3731079101562,51858481.0,2001231642062.0
2021,South Korea,KOR,1499.4344482421875,624.0739135742188,51848401.0,2084182684453.0
2022,South Korea,KOR,1518.49365234375,623.7886962890625,51782515.0,2137558645699.0
2000,Spain,ESP,822.1529541015625,176.9639892578125,41019772.0,1094998702299.0
2001,Spain,ESP,848.1992797851562,190.69435119628903,41245602.0,1147959133197.0
2002,Spain,ESP,866.39501953125,218.03433227539065,41755703.0,1191323484900.0
2003,Spain,ESP,875.8350219726562,248.28729248046875,42506540.0,1239651963472.0
2004,Spain,ESP,883.7714233398438,292.6907653808594,43234562.0,1289831715789.0
2005,Spain,ESP,906.2461547851562,347.0195617675781,43958883.0,1348839731490.0
2006,Spain,ESP,898.3018798828125,363.1736755371094,44695446.0,1415738502534.0
2007,Spain,ESP,905.739013671875,369.57269287109375,45516501.0,1481143208580.0
2008,Spain,ESP,866.6593017578125,405.9217224121094,46235055.0,1510615290401.0
2009,Spain,ESP,814.5113525390625,363.07720947265625,46635182.0,1468765814163.0
2010,Spain,ESP,794.101318359375,361.9646606445313,46840469.0,1480376411582.0
2011,Spain,ESP,757.2664794921875,336.4608459472656,46998040.0,1477187548437.0
2012,Spain,ESP,700.007080078125,332.2561340332031,47018323.0,1433478645419.0
2013,Spain,ESP,675.8583374023438,303.28094482421875,46860394.0,1413362053623.0
2014,Spain,ESP,678.8414306640625,275.239013671875,46720187.0,1433089409797.0
2015,Spain,ESP,701.3279418945312,285.4378356933594,46683683.0,1488098863146.0
2016,Spain,ESP,719.2207641601562,291.2159423828125,46732768.0,1533303930046.0
2017,Spain,ESP,723.6534423828125,317.12115478515625,46868594.0,1578931492849.0
2018,Spain,ESP,733.6453857421875,314.9725036621094,47092817.0,1615001473949.0
2019,Spain,ESP,735.6069946289062,359.7447204589844,47435121.0,1647042667976.0
2020,Spain,ESP,591.8297729492188,324.9023132324219,47679482.0,1460507935923.0
2021,Spain,ESP,654.1460571289062,343.24298095703125,47735670.0,1541121952313.0
2022,Spain,ESP,726.368896484375,329.7415771484375,47828386.0,1625139888517.0
2000,Sri Lanka,LKA,44.05652618408203,0.0,19293056.0,114541758869.0
2001,Sri Lanka,LKA,42.85943603515625,0.0,19600361.0,111509565283.0
2002,Sri Lanka,LKA,45.48564147949219,0.0,19805750.0,114770992462.0
2003,Sri Lanka,LKA,44.72518539428711,0.0,19951521.0,121043287225.0
2004,Sri Lanka,LKA,44.74943161010742,0.0,20087608.0,127113013921.0
2005,Sri Lanka,LKA,51.17344665527344,0.0,20216531.0,134388316813.0
2006,Sri Lanka,LKA,52.58452987670898,0.0,20352416.0,144414690368.0
2007,Sri Lanka,LKA,55.7286262512207,0.0,20492546.0,153829219297.0
2008,Sri Lanka,LKA,51.22880935668945,0.0,20629377.0,162474916511.0
2009,Sri Lanka,LKA,52.8086166381836,0.0,20756438.0,167647716585.0
2010,Sri Lanka,LKA,52.98066329956055,0.0,20879092.0,180642805306.0
2011,Sri Lanka,LKA,59.07734680175781,0.0,21009054.0,195461606183.0
2012,Sri Lanka,LKA,63.09419631958008,0.0,21169461.0,212333854625.0
2013,Sri Lanka,LKA,53.987403869628906,0.0,21358829.0,220937614421.0
2014,Sri Lanka,LKA,61.87688446044922,0.0,21547454.0,235029015924.0
2015,Sri Lanka,LKA,59.549110412597656,0.0,21729975.0,244914328998.0
2016,Sri Lanka,LKA,72.9146728515625,0.0,21910763.0,257292293131.0
2017,Sri Lanka,LKA,78.41371154785156,0.0,22087525.0,273915973018.0
2018,Sri Lanka,LKA,78.14473724365234,0.0,22253116.0,280243422762.0
2019,Sri Lanka,LKA,81.44220733642578,0.0,22410552.0,279626891521.0
2020,Sri Lanka,LKA,68.93846130371094,0.0,22561808.0,269918239631.0
2021,Sri Lanka,LKA,65.3231201171875,0.0,22700377.0,278898406287.0
2022,Sri Lanka,LKA,55.17862701416016,0.0,22834965.0,254748598293.0
2000,Sweden,SWE,204.42044067382807,8.08154582977295,8872099.0,303452362920.0
2001,Sweden,SWE,205.1072540283203,9.11782455444336,8896018.0,308398096624.0
2002,Sweden,SWE,205.5296936035156,9.278820037841797,8925045.0,317463771012.0
2003,Sweden,SWE,205.91387939453125,9.2526216506958,8958434.0,326402407102.0
2004,Sweden,SWE,204.07948303222656,9.212316513061523,8993805.0,341901244849.0
2005,Sweden,SWE,196.8973388671875,8.777249336242676,9029771.0,354496929423.0
2006,Sweden,SWE,195.6344757080078,9.188750267028809,9080628.0,372234670461.0
2007,Sweden,SWE,191.29031372070312,9.482999801635742,9148280.0,387881844813.0
2008,Sweden,SWE,187.6104278564453,8.610250473022461,9219903.0,388980516356.0
2009,Sweden,SWE,174.7661895751953,11.494999885559082,9298738.0,373026350439.0
2010,Sweden,SWE,182.26927185058597,15.468000411987305,9378234.0,399838964466.0
2011,Sweden,SWE,168.6092071533203,12.216750144958496,9449263.0,397617949429.0
2012,Sweden,SWE,161.8350830078125,10.651000022888184,9519477.0,395278763366.0
2013,Sweden,SWE,158.01922607421875,10.236499786376951,9600620.0,399973749048.0
2014,Sweden,SWE,155.69561767578125,8.403749465942383,9696438.0,410604225974.0
2015,Sweden,SWE,153.6481475830078,9.335750579833984,9799483.0,429037422635.0
2016,Sweden,SWE,158.83816528320312,9.988999366760254,9923281.0,437921057919.0
2017,Sweden,SWE,161.7447052001953,9.616250038146973,10057864.0,449166531542.0
2018,Sweden,SWE,142.69773864746094,10.168749809265137,10175400.0,457925387676.0
2019,Sweden,SWE,145.29595947265625,10.279000282287598,10279120.0,467020665386.0
2020,Sweden,SWE,134.4503936767578,9.909250259399414,10353682.0,456885314424.0
2021,Sweden,SWE,147.195068359375,10.628250122070312,10416134.0,481492421258.0
2022,Sweden,SWE,132.6290740966797,7.997750282287598,10487335.0,494214521158.0
2000,Switzerland,CHE,148.28627014160156,28.299999237060547,7184003.0,315545366882.0
2001,Switzerland,CHE,158.69580078125,29.455554962158203,7226391.0,325520166982.0
2002,Switzerland,CHE,150.41983032226562,28.911109924316406,7278744.0,331802188855.0
2003,Switzerland,CHE,146.3876190185547,30.558332443237305,7333451.0,337991874208.0
2004,Switzerland,CHE,149.64418029785156,31.524999618530277,7384196.0,353894703206.0
2005,Switzerland,CHE,150.23590087890625,32.363887786865234,7431824.0,371135459405.0
2006,Switzerland,CHE,149.46095275878906,31.469444274902344,7478514.0,393075108386.0
2007,Switzerland,CHE,143.28651428222656,30.64166831970215,7545386.0,416832821635.0
2008,Switzerland,CHE,148.41432189941406,32.64722442626953,7641730.0,433739216893.0
2009,Switzerland,CHE,144.2637939453125,31.336111068725582,7737644.0,431737407420.0
2010,Switzerland,CHE,147.44973754882812,35.002777099609375,7825750.0,451139715920.0
2011,Switzerland,CHE,136.49957275390625,31.04722213745117,7914379.0,467103594697.0
2012,Switzerland,CHE,139.2457275390625,34.03333282470703,7998927.0,472611933649.0
2013,Switzerland,CHE,141.59217834472656,35.84166717529297,8091199.0,481081829913.0
2014,Switzerland,CHE,128.4552459716797,31.04722213745117,8190238.0,492386642888.0
2015,Switzerland,CHE,129.560791015625,33.17222213745117,8283940.0,500484653705.0
2016,Switzerland,CHE,122.34928894042967,34.849998474121094,8374903.0,510838097521.0
2017,Switzerland,CHE,125.38493347167967,34.997222900390625,8453630.0,517799793781.0
2018,Switzerland,CHE,120.37151336669922,33.19722366333008,8516341.0,532611137213.0
2019,Switzerland,CHE,123.5328369140625,34.05833435058594,8577525.0,538693495449.0
2020,Switzerland,CHE,102.5377960205078,34.147220611572266,8640582.0,525896489462.0
2021,Switzerland,CHE,102.78784942626952,28.03888702392578,8707019.0,548098275898.0
2022,Switzerland,CHE,105.80339050292967,37.030555725097656,8792180.0,559384947989.0
2000,Taiwan,TWN,500.4925231933594,67.67395782470703,22332873.0,591153923509.0
2001,Taiwan,TWN,518.6094360351562,72.89400482177734,22446254.0,582366336280.0
2002,Taiwan,TWN,518.4633178710938,81.52753448486328,22566898.0,612808812199.0
2003,Taiwan,TWN,542.07568359375,84.14759063720703,22664130.0,636240085985.0
2004,Taiwan,TWN,554.119384765625,102.3642807006836,22745432.0,675272430215.0
2005,Taiwan,TWN,557.9412231445312,103.2008056640625,22824932.0,709313986797.0
