year,country,iso_code,oil_consumption,gas_consumption,population,gdp
2021,Kuwait,KWT,269.9222412109375,197.5840606689453,4360748.0,202410138854.0
2022,Kuwait,KWT,250.9908142089844,216.60086059570312,4589514.0,218961227193.0
2000,Latvia,LVA,15.440622329711914,12.733960151672363,2368320.0,26727290777.0
2001,Latvia,LVA,17.956295013427734,13.240290641784668,2338299.0,28242589693.0
2002,Latvia,LVA,17.819522857666016,15.08579158782959,2311358.0,30014856985.0
2003,Latvia,LVA,18.00583839416504,15.005346298217772,2288983.0,32298352002.0
2004,Latvia,LVA,19.358783721923828,16.562192916870117,2264179.0,34720425840.0
2005,Latvia,LVA,20.51775360107422,16.088987350463867,2239787.0,38143684659.0
2006,Latvia,LVA,19.316913604736328,16.628440856933594,2219039.0,42361248688.0
2007,Latvia,LVA,20.93765640258789,16.088987350463867,2200774.0,46228816935.0
2008,Latvia,LVA,20.536226272583008,15.757742881774902,2177710.0,44217430207.0
2009,Latvia,LVA,18.63968849182129,14.451696395874023,2142044.0,37590730012.0
2010,Latvia,LVA,21.028972625732425,17.23414421081543,2097834.0,35881177042.0
2011,Latvia,LVA,19.34207344055176,15.180432319641112,2059940.0,37869724459.0
2012,Latvia,LVA,19.33761215209961,14.271878242492676,2034639.0,40536567235.0
2013,Latvia,LVA,19.56271171569824,14.062125205993652,2013004.0,41350512828.0
2014,Latvia,LVA,19.58946418762207,12.637624740600586,1994153.0,42137028688.0
2015,Latvia,LVA,20.65956115722656,12.743499755859377,1977874.0,43774190659.0
2016,Latvia,LVA,21.412914276123047,13.19587516784668,1959863.0,44810998817.0
2017,Latvia,LVA,21.70189476013184,11.963875770568848,1942599.0,46295495418.0
2018,Latvia,LVA,19.50671768188477,13.715624809265137,1927586.0,48143398790.0
2019,Latvia,LVA,22.321327209472656,13.118874549865724,1914267.0,49380620266.0
2020,Latvia,LVA,19.56907844543457,10.7318754196167,1901119.0,48292861660.0
2021,Latvia,LVA,20.478389739990234,11.588500022888184,1885593.0,50255494980.0
2022,Latvia,LVA,19.610828399658203,8.104249954223633,1881059.0,51248480035.0
2000,Lithuania,LTU,28.525012969970703,24.00780868530273,3500410.0,36684799266.0
2001,Lithuania,LTU,31.414403915405277,24.966121673583984,3473008.0,39077069410.0
2002,Lithuania,LTU,30.509422302246094,25.24175071716309,3444051.0,41716677051.0
2003,Lithuania,LTU,28.76409339904785,27.38050842285156,3415276.0,46106059871.0
2004,Lithuania,LTU,31.08885383605957,27.311891555786133,3376703.0,49123583277.0
2005,Lithuania,LTU,33.621482849121094,28.806346893310547,3322264.0,52913078254.0
2006,Lithuania,LTU,33.14562225341797,28.54583549499512,3269809.0,56827410871.0
2007,Lithuania,LTU,33.59571075439453,33.63512420654297,3231378.0,63122228308.0
2008,Lithuania,LTU,36.06310272216797,30.19148063659668,3198482.0,64776249050.0
2009,Lithuania,LTU,31.06497001647949,25.37200927734375,3163255.0,55174536683.0
2010,Lithuania,LTU,31.699005126953125,28.98196029663086,3097721.0,56073777524.0
2011,Lithuania,LTU,30.63107681274414,31.61964225769043,3028642.0,59460372771.0
2012,Lithuania,LTU,30.99526023864746,30.87416076660156,2988334.0,61745948022.0
2013,Lithuania,LTU,30.12086296081543,25.171972274780277,2958359.0,63937849304.0
2014,Lithuania,LTU,29.52242851257324,24.017112731933597,2933171.0,66199372603.0
2015,Lithuania,LTU,32.417030334472656,24.03765106201172,2905771.0,67539660018.0
2016,Lithuania,LTU,35.66193389892578,21.418649673461918,2869109.0,69240911932.0
2017,Lithuania,LTU,36.70304870605469,22.28886032104492,2829317.0,72206131673.0
2018,Lithuania,LTU,39.08758544921875,22.386869430541992,2802485.0,75089601435.0
2019,Lithuania,LTU,39.03898239135742,21.57155990600586,2795057.0,78562641002.0
2020,Lithuania,LTU,36.59395599365234,23.604841232299805,2795766.0,78545278418.0
2021,Lithuania,LTU,36.9812126159668,22.28184127807617,2794490.0,83242845981.0
2022,Lithuania,LTU,37.15650939941406,16.073820114135742,2816923.0,84814257826.0
2000,Luxembourg,LUX,27.610801696777344,7.807751655578613,436142.0,21937467256.0
2001,Luxembourg,LUX,29.310977935791016,8.679499626159668,441754.0,22387796714.0
2002,Luxembourg,LUX,29.868810653686523,12.40725040435791,446392.0,23160273686.0
2003,Luxembourg,LUX,32.06684875488281,12.559499740600586,451845.0,23454191347.0
2004,Luxembourg,LUX,36.37138366699219,13.907999992370604,458305.0,24195538088.0
2005,Luxembourg,LUX,37.35665512084961,13.680046081542969,465369.0,24872864640.0
2006,Luxembourg,LUX,35.52233123779297,14.30930995941162,472869.0,26045643731.0
2007,Luxembourg,LUX,34.57503128051758,13.356534004211426,480277.0,28135947926.0
2008,Luxembourg,LUX,34.84931182861328,12.714174270629885,488995.0,27660465282.0
2009,Luxembourg,LUX,32.62504577636719,12.937938690185549,498196.0,26344603078.0
2010,Luxembourg,LUX,34.167213439941406,13.916304588317873,507418.0,27526699944.0
2011,Luxembourg,LUX,34.889549255371094,12.00527572631836,518583.0,28143126706.0
2012,Luxembourg,LUX,33.6727180480957,12.223721504211426,530951.0,28607408843.0
2013,Luxembourg,LUX,33.11226272583008,10.349570274353027,543358.0,29514812514.0
2014,Luxembourg,LUX,31.917314529418945,9.805904388427734,556285.0,30289014849.0
2015,Luxembourg,LUX,31.35544776916504,8.942739486694336,569540.0,30976491415.0
2016,Luxembourg,LUX,31.31254196166992,8.247017860412598,583511.0,32518554202.0
2017,Luxembourg,LUX,32.77561569213867,8.061142921447754,596506.0,32946911821.0
2018,Luxembourg,LUX,34.678897857666016,7.950632572174072,608109.0,33348602359.0
2019,Luxembourg,LUX,35.05653762817383,7.955588340759277,620167.0,34122291521.0
2020,Luxembourg,LUX,28.46185302734375,7.2253618240356445,630597.0,33850190319.0
2021,Luxembourg,LUX,30.56993865966797,7.789807796478271,640276.0,35577396523.0
2022,Luxembourg,LUX,27.83879280090332,6.117396354675293,653315.0,36128358732.0
2000,Malaysia,MYS,273.3741760253906,287.5401306152344,22967817.0,305803211129.0
2001,Malaysia,MYS,295.6126403808594,277.09637451171875,23526535.0,309934494308.0
2002,Malaysia,MYS,319.974609375,280.88775634765625,24102477.0,329700338274.0
2003,Malaysia,MYS,334.79302978515625,302.6591186523437,24679604.0,350966698067.0
2004,Malaysia,MYS,351.0072021484375,326.94256591796875,25256773.0,377079435469.0
2005,Malaysia,MYS,363.5373229980469,373.7300720214844,25836075.0,399781035415.0
2006,Malaysia,MYS,351.68853759765625,388.63970947265625,26417909.0,426608936099.0
2007,Malaysia,MYS,374.9841918945313,404.0145568847656,26998383.0,458125848157.0
2008,Malaysia,MYS,360.45220947265625,435.4969787597656,27570052.0,485245105845.0
2009,Malaysia,MYS,357.8104553222656,400.2232055664063,28124779.0,483081319364.0
2010,Malaysia,MYS,361.4753723144531,380.231201171875,28655772.0,525056610488.0
2011,Malaysia,MYS,369.1819458007813,383.1736145019531,29162034.0,557469657636.0
2012,Malaysia,MYS,404.4224853515625,420.1570129394531,29662835.0,587985572583.0
2013,Malaysia,MYS,430.0100708007813,445.6732482910156,30174269.0,615585637854.0
2014,Malaysia,MYS,429.4577941894531,447.0921020507813,30696133.0,652563833807.0
2015,Malaysia,MYS,398.72943115234375,468.3982543945313,31232796.0,685237676618.0
2016,Malaysia,MYS,443.14453125,449.9298095703125,31789692.0,715730748101.0
2017,Malaysia,MYS,417.4742736816406,450.4415283203125,32355642.0,757336192678.0
2018,Malaysia,MYS,423.7077331542969,446.778076171875,32910963.0,794013962862.0
2019,Malaysia,MYS,460.3622131347656,452.151123046875,33440590.0,829053844392.0
2020,Malaysia,MYS,382.4319152832031,436.1366271972656,33889554.0,783174020832.0
2021,Malaysia,MYS,371.0072937011719,513.5171508789062,34282404.0,807389756202.0
2022,Malaysia,MYS,449.9539184570313,519.4530029296875,34695494.0,877584198429.0
2000,Mexico,MEX,1120.53759765625,359.133056640625,98625553.0,1241194674661.0
2001,Mexico,MEX,1107.68994140625,361.9052429199219,100099101.0,1251502726420.0
2002,Mexico,MEX,1052.2218017578125,410.6882629394531,101548627.0,1275458026881.0
2003,Mexico,MEX,1086.2056884765625,445.0940551757813,102978517.0,1306677417369.0
2004,Mexico,MEX,1138.655517578125,480.21917724609375,104394131.0,1373060298988.0
2005,Mexico,MEX,1226.7955322265625,527.1233520507812,105811504.0,1427140428046.0
2006,Mexico,MEX,1185.0916748046875,582.8828125,107253666.0,1510732401129.0
2007,Mexico,MEX,1236.5321044921875,570.413818359375,108774356.0,1572479287017.0
2008,Mexico,MEX,1275.9947509765625,599.9657592773438,110374286.0,1607479004533.0
2009,Mexico,MEX,1219.6002197265625,651.68798828125,111999720.0,1543820957956.0
2010,Mexico,MEX,1171.3154296875,660.4454345703125,113623898.0,1638271507559.0
2011,Mexico,MEX,1188.14599609375,708.0848999023438,115243503.0,1716088331953.0
2012,Mexico,MEX,1213.66552734375,736.5377197265625,116818208.0,1774999946047.0
2013,Mexico,MEX,1175.1094970703125,777.95068359375,118343572.0,1803059285337.0
2014,Mexico,MEX,1121.4913330078125,788.4844970703125,119784265.0,1854551091374.0
2015,Mexico,MEX,1087.8052978515625,807.8291625976562,121072310.0,1916008739051.0
2016,Mexico,MEX,1117.681640625,853.0812377929688,122251344.0,1961906742138.0
2017,Mexico,MEX,1090.647705078125,896.7774658203125,123400052.0,2007719438156.0
2018,Mexico,MEX,1021.4716186523438,921.7973022460938,124573713.0,2051539127317.0
2019,Mexico,MEX,974.0515747070312,952.6466674804688,125762978.0,2047701179708.0
2020,Mexico,MEX,838.94482421875,951.0926513671876,126799053.0,1880176557054.0
2021,Mexico,MEX,956.6505737304688,939.03857421875,127648151.0,1973141022977.0
2022,Mexico,MEX,1048.40771484375,933.2493286132812,128613116.0,2033437602787.0
2000,Morocco,MAR,83.48258972167969,0.441870242357254,28423439.0,136639290851.0
2001,Morocco,MAR,83.63727569580078,0.4371251761913299,28814646.0,146692867628.0
2002,Morocco,MAR,87.03640747070312,0.5594399571418762,29198146.0,151385794465.0
2003,Morocco,MAR,87.08411407470703,0.5361300110816956,29571415.0,160559931983.0
2004,Morocco,MAR,100.61575317382812,0.6876450181007385,29953021.0,168466885680.0
2005,Morocco,MAR,109.3342514038086,4.4988298416137695,30358145.0,174390745088.0
2006,Morocco,MAR,110.8730239868164,5.58274507522583,30771179.0,188101125607.0
2007,Morocco,MAR,115.99520111083984,6.297662734985352,31186468.0,195286744421.0
2008,Morocco,MAR,127.88395690917967,6.219107627868652,31606769.0,207385199268.0
2009,Morocco,MAR,129.22274780273438,6.83192777633667,32030779.0,216763299753.0
2010,Morocco,MAR,143.70777893066406,7.379246234893799,32467009.0,225643836837.0
2011,Morocco,MAR,153.33934020996094,9.340200424194336,32912585.0,238103276789.0
2012,Morocco,MAR,154.29112243652344,12.49166488647461,33355246.0,245270189355.0
2013,Morocco,MAR,156.06314086914062,12.1124906539917,33787573.0,256393198875.0
2014,Morocco,MAR,148.68528747558594,11.73900032043457,34204784.0,263251716082.0
2015,Morocco,MAR,145.5152130126953,11.770797729492188,34607590.0,274689990243.0
2016,Morocco,MAR,149.06463623046875,11.975874900817873,35023459.0,276121131010.0
2017,Morocco,MAR,157.8040313720703,11.880709648132324,35446395.0,290087315215.0
2018,Morocco,MAR,154.05064392089844,10.715160369873049,35839760.0,298981397583.0
2019,Morocco,MAR,156.34242248535156,10.126818656921388,36210907.0,307624970074.0
2020,Morocco,MAR,136.37965393066406,7.866613388061523,36584208.0,285515953096.0
2021,Morocco,MAR,154.74522399902344,7.899016857147217,36954443.0,308157391278.0
2022,Morocco,MAR,159.5239715576172,2.2269575595855717,37329068.0,311654947615.0
2000,Netherlands,NLD,486.1824645996094,409.9166870117188,16058757.0,603803040978.0
2001,Netherlands,NLD,509.7186279296875,418.1944274902344,16182705.0,620170874924.0
2002,Netherlands,NLD,512.0508422851562,413.9722290039063,16288060.0,624424625610.0
2003,Netherlands,NLD,512.8084106445312,416.8333129882813,16366914.0,629811489833.0
2004,Netherlands,NLD,536.4214477539062,426.77777099609375,16425562.0,646331449347.0
2005,Netherlands,NLD,569.4229125976562,414.5555725097656,16465707.0,664118269501.0
2006,Netherlands,NLD,567.0725708007812,398.0833435058594,16493851.0,691453801614.0
2007,Netherlands,NLD,583.5201416015625,388.0555419921875,16531360.0,721200009128.0
2008,Netherlands,NLD,554.87646484375,403.8888854980469,16597259.0,737705013303.0
2009,Netherlands,NLD,530.0778198242188,413.5833129882813,16684148.0,713986817901.0
2010,Netherlands,NLD,568.001953125,467.5833435058594,16771232.0,728193221597.0
2011,Netherlands,NLD,567.4296875,409.27777099609375,16851061.0,744614396708.0
2012,Netherlands,NLD,555.9069213867188,392.8333129882813,16915191.0,736942199791.0
2013,Netherlands,NLD,529.2255859375,391.1388854980469,16967066.0,735982982299.0
2014,Netherlands,NLD,518.6246948242188,343.2777709960937,17030085.0,746458868661.0
2015,Netherlands,NLD,506.3307189941406,337.8888854980469,17107429.0,761083250759.0
2016,Netherlands,NLD,517.8792724609375,351.6388854980469,17204693.0,777764090323.0
2017,Netherlands,NLD,520.683837890625,363.0555725097656,17315376.0,800404023156.0
2018,Netherlands,NLD,506.2766418457031,355.9444274902344,17421285.0,819300805024.0
2019,Netherlands,NLD,493.691650390625,371.8333435058594,17537505.0,835323029559.0
2020,Netherlands,NLD,469.7425842285156,361.3055419921875,17636732.0,802861622095.0
2021,Netherlands,NLD,470.5345153808594,348.58331298828125,17730565.0,841906706612.0
2022,Netherlands,NLD,460.9709777832031,275.3888854980469,17904421.0,879609110665.0
2000,New Zealand,NZL,74.42253875732422,58.75267028808594,3857576.0,104942102861.0
2001,New Zealand,NZL,75.2442855834961,61.993141174316406,3891763.0,107226686179.0
2002,New Zealand,NZL,77.48303985595703,59.18194580078125,3951116.0,112775904669.0
2003,New Zealand,NZL,82.1965103149414,44.62403869628906,4022585.0,118221542739.0
2004,New Zealand,NZL,81.03099822998047,40.71816253662109,4083912.0,123732222489.0
2005,New Zealand,NZL,85.43949127197266,37.57624435424805,4135002.0,127087212440.0
2006,New Zealand,NZL,85.7898178100586,38.154422760009766,4181943.0,130823651084.0
2007,New Zealand,NZL,86.17487335205078,42.15231323242188,4223270.0,136252900902.0
2008,New Zealand,NZL,87.22483825683594,39.04519271850586,4261819.0,135932629621.0
2009,New Zealand,NZL,83.42176055908203,40.13894271850586,4304304.0,136500728040.0
2010,New Zealand,NZL,84.06512451171875,43.759986877441406,4347766.0,139478805582.0
2011,New Zealand,NZL,86.09149169921875,40.21550369262695,4382699.0,142521900112.0
2012,New Zealand,NZL,85.01531219482422,44.64666366577149,4411682.0,146280651356.0
2013,New Zealand,NZL,86.0365219116211,47.06489944458008,4453857.0,149512485774.0
2014,New Zealand,NZL,87.7146987915039,52.28977966308594,4522976.0,154422989929.0
2015,New Zealand,NZL,91.3292007446289,48.01890563964844,4614035.0,160782215776.0
2016,New Zealand,NZL,94.5528335571289,47.973628997802734,4714768.0,167418113760.0
2017,New Zealand,NZL,99.1512222290039,49.9210205078125,4812749.0,174187918857.0
2018,New Zealand,NZL,99.42633056640624,45.02266693115234,4900840.0,181445758308.0
2019,New Zealand,NZL,101.82972717285156,48.04402160644531,4989410.0,187274507980.0
2020,New Zealand,NZL,84.2752456665039,45.726341247558594,5069895.0,184971347287.0
2021,New Zealand,NZL,83.89258575439453,39.04099655151367,5107694.0,196312458906.0
2022,New Zealand,NZL,82.97209167480469,36.69433975219727,5131731.0,200602760076.0
2000,North Macedonia,MKD,11.268543243408203,0.5744999647140503,2057254.0,16307994486.0
2001,North Macedonia,MKD,9.231522560119627,0.7660000324249268,2066300.0,15872667390.0
2002,North Macedonia,MKD,10.424202919006348,0.7851499915122986,2074482.0,16017432272.0
2003,North Macedonia,MKD,10.086403846740724,0.6989749670028687,2081417.0,16466000239.0
2004,North Macedonia,MKD,10.276314735412598,0.6800000071525574,2086581.0,17324217189.0
2005,North Macedonia,MKD,10.61879539489746,0.7270146012306213,2089809.0,18219129334.0
2006,North Macedonia,MKD,11.223740577697754,0.778581976890564,2089232.0,19227779553.0
2007,North Macedonia,MKD,12.111032485961914,0.9934346079826356,2081972.0,20547244002.0
2008,North Macedonia,MKD,10.953668594360352,1.129552125930786,2070837.0,21752220835.0
2009,North Macedonia,MKD,11.272175788879396,0.7484021782875061,2060601.0,21758909955.0
2010,North Macedonia,MKD,10.980215072631836,1.108536720275879,2051510.0,22583127369.0
2011,North Macedonia,MKD,11.351919174194336,1.2825214862823486,2040445.0,23201482935.0
2012,North Macedonia,MKD,10.97192096710205,1.330844163894653,2027288.0,23095684802.0
2013,North Macedonia,MKD,10.7211332321167,1.5065968036651611,2013280.0,23771197646.0
2014,North Macedonia,MKD,10.638593673706056,1.2925000190734863,1997842.0,24633991465.0
2015,North Macedonia,MKD,11.40081024169922,1.301955223083496,1980366.0,25583815729.0
2016,North Macedonia,MKD,12.8038330078125,2.047338485717773,1961268.0,26312536822.0
2017,North Macedonia,MKD,12.186420440673828,2.6327943801879883,1940877.0,26597107306.0
2018,North Macedonia,MKD,12.717901229858398,2.428499698638916,1919730.0,27363281668.0
2019,North Macedonia,MKD,12.73526382446289,2.838805913925171,1897643.0,28433274864.0
2020,North Macedonia,MKD,11.742941856384276,3.2494654655456543,1872021.0,27100243788.0
2021,North Macedonia,MKD,12.747634887695312,4.1256022453308105,1851109.0,28165634846.0
2022,North Macedonia,MKD,13.863103866577148,2.7793376445770264,1840236.0,28770256385.0
2000,Norway,NOR,108.9853286743164,42.36809158325195,4490864.0,242751277829.0
2001,Norway,NOR,114.80474090576172,39.26287841796875,4513650.0,255455331302.0
2002,Norway,NOR,113.96435546875,41.90288925170898,4538016.0,267081351259.0
2003,Norway,NOR,118.4624481201172,45.14765930175781,4564666.0,277856282106.0
2004,Norway,NOR,113.56330871582033,47.74114990234375,4591739.0,297743119876.0
2005,Norway,NOR,115.0553741455078,43.94137573242188,4623120.0,314940774381.0
2006,Norway,NOR,117.82398986816406,43.42552185058594,4660487.0,332457531096.0
2007,Norway,NOR,121.14075469970705,41.634883880615234,4709017.0,352692911227.0
2008,Norway,NOR,114.24505615234376,42.009464263916016,4768097.0,364943654963.0
2009,Norway,NOR,113.27981567382812,39.72253036499024,4828625.0,370113292846.0
2010,Norway,NOR,119.7776870727539,40.342559814453125,4889160.0,383760934305.0
2011,Norway,NOR,116.16441345214844,40.24275588989258,4952969.0,399420041611.0
2012,Norway,NOR,116.08982849121094,39.86882400512695,5018453.0,410276121127.0
2013,Norway,NOR,117.56478118896484,39.49777603149414,5080126.0,414445317738.0
2014,Norway,NOR,114.27068328857422,42.449493408203125,5137397.0,422933730082.0
2015,Norway,NOR,116.29397583007812,45.09381866455078,5189777.0,430788988142.0
2016,Norway,NOR,112.6587142944336,43.46553802490234,5235974.0,435806553454.0
2017,Norway,NOR,111.99559020996094,45.4387092590332,5276807.0,446543702505.0
2018,Norway,NOR,115.44275665283205,43.8544921875,5311751.0,450245217440.0
2019,Norway,NOR,110.24315643310548,45.274391174316406,5347733.0,455304831150.0
2020,Norway,NOR,102.11662292480467,43.56999206542969,5379275.0,449485260525.0
2021,Norway,NOR,104.95941162109376,41.70615768432617,5408082.0,467007972731.0
2022,Norway,NOR,107.24007415771484,38.80947113037109,5456796.0,482328451592.0
2000,Oman,OMN,34.20522689819336,76.75151824951172,2282139.0,58124187550.0
2001,Oman,OMN,38.914344787597656,84.27616882324219,2310223.0,64949142360.0
2002,Oman,OMN,44.76044464111328,86.39677429199219,2337144.0,68131998222.0
2003,Oman,OMN,42.76765441894531,93.36093139648438,2363801.0,69978417960.0
2004,Oman,OMN,41.77177429199219,99.67035675048828,2404822.0,74745449481.0
2005,Oman,OMN,47.49690246582031,108.62232208251952,2459808.0,80936605625.0
2006,Oman,OMN,50.02187347412109,120.529296875,2514794.0,90553430362.0
2007,Oman,OMN,51.0979118347168,120.94851684570312,2570175.0,100681198254.0
2008,Oman,OMN,67.18739318847656,133.80410766601562,2626536.0,115217924982.0
2009,Oman,OMN,63.93165588378906,135.47406005859375,2684665.0,127016653137.0
2010,Oman,OMN,72.92979431152344,163.8084259033203,2757450.0,135198273857.0
2011,Oman,OMN,78.92196655273438,180.8238067626953,3076762.0,132756531310.0
2012,Oman,OMN,85.93543243408203,197.1559295654297,3547104.0,144522749866.0
2013,Oman,OMN,99.81871032714844,217.2754364013672,3833915.0,152076951430.0
2014,Oman,OMN,102.40699005126952,213.1425018310547,4002444.0,154041791696.0
2015,Oman,OMN,105.91571044921876,230.9265899658203,4184898.0,161770059399.0
2016,Oman,OMN,108.666015625,229.32650756835935,4390880.0,169932976616.0
2017,Oman,OMN,117.48210144042967,233.5087890625,4537397.0,170449577065.0
2018,Oman,OMN,125.1343765258789,249.9649353027344,4597878.0,172643265345.0
2019,Oman,OMN,122.40184020996094,249.9654693603516,4591248.0,170692383655.0
2020,Oman,OMN,100.00917053222656,260.0022888183594,4522502.0,165230251016.0
2021,Oman,OMN,110.71741485595705,284.5477905273437,4500429.0,170025212745.0
2022,Oman,OMN,126.39260864257812,291.64654541015625,4730229.0,177355008173.0
2000,Pakistan,PAK,223.08224487304688,179.52499389648438,154879124.0,459798536606.0
2001,Pakistan,PAK,218.7218780517578,189.5449981689453,159270910.0,477964444881.0
2002,Pakistan,PAK,213.1959991455078,205.49349975585935,163222552.0,504824722487.0
2003,Pakistan,PAK,189.23907470703125,255.50379943847656,167110250.0,543920300431.0
2004,Pakistan,PAK,191.35682678222656,306.76593017578125,171285999.0,592025705114.0
2005,Pakistan,PAK,181.8946685791016,326.10186767578125,175453212.0,641139042718.0
2006,Pakistan,PAK,208.93760681152344,333.1947937011719,179682690.0,685965623310.0
2007,Pakistan,PAK,227.315673828125,338.0025329589844,184493231.0,719253757580.0
2008,Pakistan,PAK,230.70962524414065,346.0761108398437,189499112.0,746912719652.0
2009,Pakistan,PAK,246.1711578369141,347.0166931152344,194376535.0,774880575078.0
2010,Pakistan,PAK,243.8800811767578,353.48394775390625,199239048.0,805491514683.0
2011,Pakistan,PAK,245.53179931640625,353.3964538574219,203746069.0,845096928750.0
2012,Pakistan,PAK,237.931884765625,365.9723205566406,207667129.0,878485024934.0
2013,Pakistan,PAK,260.811767578125,355.8572692871094,211073979.0,918328534363.0
2014,Pakistan,PAK,269.7263488769531,349.86688232421875,214264649.0,961516822345.0
2015,Pakistan,PAK,293.96051025390625,365.341796875,217290884.0,1010825281718.0
2016,Pakistan,PAK,328.8486022949219,386.5067138671875,220138863.0,1061146810870.0
2017,Pakistan,PAK,339.4932556152344,407.3958129882813,223273974.0,1117267177186.0
2018,Pakistan,PAK,284.8369140625,435.8761291503906,226928893.0,1165406508457.0
2019,Pakistan,PAK,255.6415100097656,444.729736328125,230800908.0,1172330212219.0
2020,Pakistan,PAK,250.03160095214844,411.6234436035156,235001745.0,1202026422230.0
2021,Pakistan,PAK,289.22247314453125,448.9106140136719,239477805.0,1278204948031.0
2022,Pakistan,PAK,281.9482727050781,381.6153564453125,243700667.0,1318834969356.0
2000,Peru,PER,88.37054443359375,3.325437545776367,26598328.0,128561599053.0
2001,Peru,PER,83.59695434570312,3.5612499713897705,26964610.0,130005019162.0
2002,Peru,PER,82.79647827148438,4.2542500495910645,27288211.0,137911092694.0
2003,Peru,PER,78.31694030761719,5.033874988555908,27580485.0,144583674826.0
2004,Peru,PER,87.44951629638672,8.27750015258789,27852190.0,152840586065.0
2005,Peru,PER,85.74552154541016,14.599700927734377,28101175.0,163489485317.0
2006,Peru,PER,81.6111068725586,17.086442947387695,28324488.0,176775277493.0
2007,Peru,PER,84.9466781616211,25.75199317932129,28530704.0,192942634714.0
2008,Peru,PER,95.0922622680664,32.69390106201172,28719038.0,211009673563.0
2009,Peru,PER,96.45015716552734,33.43666076660156,28896819.0,212830474173.0
2010,Peru,PER,101.51831817626952,54.23817443847656,29086021.0,230353256282.0
2011,Peru,PER,112.06887817382812,62.92884826660156,29304083.0,244711917914.0
2012,Peru,PER,111.44959259033205,68.61824035644531,29550367.0,259737230567.0
2013,Peru,PER,116.8110580444336,67.02667999267578,29817908.0,274939626306.0
2014,Peru,PER,114.93644714355467,74.31636810302734,30115825.0,281488723310.0
2015,Peru,PER,122.6901626586914,76.43132019042969,30457598.0,290642734598.0
2016,Peru,PER,130.31394958496094,84.93305969238281,30866497.0,302131843581.0
2017,Peru,PER,132.51405334472656,74.91936492919922,31324639.0,309742529723.0
2018,Peru,PER,136.58822631835938,80.25237274169922,31897590.0,322061010919.0
2019,Peru,PER,140.72857666015625,82.11267852783203,32449302.0,329252610797.0
2020,Peru,PER,107.0561065673828,81.69951629638672,32838577.0,292988745490.0
2021,Peru,PER,132.7713165283203,89.41506958007812,33155883.0,332691638600.0
2022,Peru,PER,139.36807250976562,98.25809478759766,33475436.0,341677633395.0
2000,Philippines,PHL,197.7839508056641,0.1019463166594505,79625401.0,327247671365.0
2001,Philippines,PHL,196.75143432617188,1.342383623123169,81401488.0,339580401272.0
2002,Philippines,PHL,187.0433349609375,16.865880966186523,83068889.0,354896572700.0
2003,Philippines,PHL,185.9755859375,25.70538711547852,84731836.0,375676507230.0
2004,Philippines,PHL,189.62132263183597,23.73966407775879,86394510.0,404092179609.0
2005,Philippines,PHL,174.7675018310547,31.442306518554688,88015959.0,426864086040.0
2006,Philippines,PHL,160.22677612304688,29.446762084960938,89508992.0,452834616353.0
2007,Philippines,PHL,166.13818359375,35.30460739135742,91075180.0,486739179739.0
2008,Philippines,PHL,158.71424865722656,37.16512680053711,92699091.0,511142140299.0
2009,Philippines,PHL,166.4523162841797,37.42460632324219,94384256.0,521163648845.0
2010,Philippines,PHL,173.3089141845703,35.249568939208984,96337127.0,565514808274.0
2011,Philippines,PHL,163.80654907226562,38.05851364135742,98248614.0,590943092007.0
2012,Philippines,PHL,170.33029174804688,36.48458099365234,100175511.0,631700459807.0
2013,Philippines,PHL,178.72589111328125,33.605411529541016,102076334.0,674346563689.0
2014,Philippines,PHL,189.8096466064453,35.342567443847656,103767127.0,717154029846.0
2015,Philippines,PHL,216.0294189453125,33.22500991821289,105312988.0,762678999551.0
2016,Philippines,PHL,231.9747009277344,38.0986442565918,106735721.0,817202925336.0
2017,Philippines,PHL,248.0811920166016,37.74427032470703,108119691.0,873843247356.0
2018,Philippines,PHL,252.4306182861328,40.888065338134766,109465284.0,929253628653.0
2019,Philippines,PHL,256.9457092285156,42.15995407104492,110804685.0,986114678778.0
2020,Philippines,PHL,209.6464080810547,38.428340911865234,112081270.0,892256290776.0
2021,Philippines,PHL,225.79019165039065,32.83132553100586,113100947.0,943141651518.0
2022,Philippines,PHL,247.79443359375,30.80378532409668,113964343.0,1014811024029.0
2000,Poland,POL,240.63137817382807,115.83124542236328,38258077.0,488207682001.0
2001,Poland,POL,235.0796356201172,120.67975616455078,38247359.0,499086644170.0
2002,Poland,POL,239.59849548339844,117.61649322509766,38229407.0,514089670231.0
2003,Poland,POL,243.36378479003903,130.9617462158203,38203527.0,537330337680.0
2004,Poland,POL,260.0581359863281,138.17100524902344,38167568.0,570430122148.0
2005,Poland,POL,266.5658569335937,142.28724670410156,38124377.0,595958527688.0
2006,Poland,POL,284.9922790527344,143.9032440185547,38071169.0,638713864539.0
2007,Poland,POL,292.6571960449219,143.9419403076172,38020420.0,690249985288.0
2008,Poland,POL,300.8511657714844,156.4364013671875,37995902.0,726319216200.0
2009,Poland,POL,298.7421264648437,150.94778442382812,38002153.0,760579624624.0
2010,Poland,POL,314.1250915527344,162.32640075683594,38095356.0,795619859853.0
2011,Poland,POL,311.5057373046875,164.52528381347656,38208644.0,843236863910.0
2012,Poland,POL,298.37078857421875,174.19361877441406,38247867.0,856266755052.0
2013,Poland,POL,277.34649658203125,174.1041717529297,38259267.0,863601156195.0
